source code,name,Canadian Heritage region code,"Canadian Heritage region name, english","Canadian Heritage region name, french",province code,"province name, english","province name, french",economic region code,"economic region name, english","economic region name, french",census division code,"census division name, english","census division name, french",census subdivision code,census subdivision name,dissemination area code,census metropolitan area code,census metropolitan area name,census metropolitan area type,Statistical Area Classification (SAC) type,Statistical Area Classification (SAC) code,latitude,longitude
59_023_03,Dorothea Walker Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935010,Kelowna,59350248,59915,Kelowna,cma,1,915,49.826896,-119.483332
59_023_01,George Pringle Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935029,0,59350316,59915,Kelowna,cma,1,915,49.827309,-119.631022
59_023_02,Glenmore Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935010,Kelowna,59350039,59915,Kelowna,cma,1,915,49.897406,-119.454573
59_023_08,Kelowna Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935010,Kelowna,59350066,59915,Kelowna,cma,1,915,49.864822,-119.47618
59_023_04,KLO Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935010,Kelowna,59350247,59915,Kelowna,cma,1,915,49.860167,-119.474461
59_023_07,Peter Greer Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935016,Lake Country,59350269,59915,Kelowna,cma,1,915,50.043801,-119.353652
59_023_09,SD 23 Distributed Learning,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5930,Thompson - Okanagan,Thompson - Okanagan,cd5935,Central Okanagan,Central Okanagan,5935010,Kelowna,59350195,59915,Kelowna,cma,1,915,49.881351,-119.488318
10_300_480,Exploits Valley High,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006017,Grand Falls-Windsor,10060096,10010,Grand Falls-Windsor,ca with no census tracts,3,10,48.950434,-55.620503
10_300_481,Exploits Valley Intermediate,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006017,Grand Falls-Windsor,10060104,10010,Grand Falls-Windsor,ca with no census tracts,3,10,48.935087,-55.655067
10_300_417,Gander Academy,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006009,Gander,10060073,0,0,0,6,998,48.954677,-54.617757
10_300_418,Gander Collegiate,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006009,Gander,10060071,0,0,0,6,998,48.964882,-54.631567
10_300_143,Millcrest Academy,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006017,Grand Falls-Windsor,10060102,10010,Grand Falls-Windsor,ca with no census tracts,3,10,48.939171,-55.654779
10_300_420,St. Paul's Intermediate School,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006009,Gander,10060071,0,0,0,6,998,48.964882,-54.631567
10_300_142,Woodland Primary,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1040,Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,cd1006,Division No. 6,Division No. 6,1006017,Grand Falls-Windsor,10060103,10010,Grand Falls-Windsor,ca with no census tracts,3,10,48.938084,-55.657539
12_03_01,A. G. BAILLIE MEMORIAL SCHOOL                                ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212014,New Glasgow,12120086,12220,New Glasgow,ca with no census tracts,3,220,45.592827,-62.663121
12_03_02,AMHERST REGIONAL HIGH SCHOOL                                          ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1211,Cumberland,Cumberland,1211011,Amherst,12110106,0,0,0,6,998,45.836976,-64.189027
12_03_03,BIBLE HILL JUNIOR HIGH SCHOOL                                ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1210,Colchester,Colchester,1210008,"Colchester, Subd. B",12100091,12215,Truro,ca with no census tracts,3,215,45.377838,-63.233994
12_03_04,COBEQUID EDUCATIONAL CENTRE                                  ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1210,Colchester,Colchester,1210006,Truro,12100118,12215,Truro,ca with no census tracts,3,215,45.368746,-63.27952
12_03_05,CUMBERLAND NORTH ACADEMY                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1211,Cumberland,Cumberland,1211009,"Cumberland, Subd. C",12110064,0,0,0,6,998,45.746798,-64.029523
12_03_06,E. B. CHANDLER JUNIOR HIGH SCHOOL                            ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1211,Cumberland,Cumberland,1211009,"Cumberland, Subd. C",12110116,0,0,0,6,998,45.983157,-63.974827
12_03_07,EAST PICTOU MIDDLE SCHOOL                                    ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212011,"Pictou, Subd. C",12120073,12220,New Glasgow,ca with no census tracts,3,220,45.566298,-62.613041
12_03_08,ELMSDALE DISTRICT ELEMENTARY SCHOOL                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1208,Hants,Hants,1208008,East Hants,12080075,0,0,0,4,996,44.958849,-63.521808
12_03_09,F. H. MACDONALD ELEMENTARY SCHOOL                            ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212011,"Pictou, Subd. C",12120073,12220,New Glasgow,ca with no census tracts,3,220,45.566298,-62.613041
12_03_10,HANTS EAST RURAL HIGH SCHOOL                                 ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1208,Hants,Hants,1208008,East Hants,12080062,0,0,0,4,996,45.045326,-63.428806
12_03_11,NEW GLASGOW JUNIOR HIGH SCHOOL                               ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212014,New Glasgow,12120077,12220,New Glasgow,ca with no census tracts,3,220,45.582181,-62.644628
12_03_12,NORTH NOVA EDUCATION CENTRE                                  ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212014,New Glasgow,12120075,12220,New Glasgow,ca with no census tracts,3,220,45.567778,-62.633401
12_03_13,NORTHUMBERLAND REGIONAL HIGH SCHOOL                          ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212006,"Pictou, Subd. B",12120137,12220,New Glasgow,ca with no census tracts,3,220,45.571991,-62.789367
12_03_14,REDCLIFF MIDDLE SCHOOL                                       ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1210,Colchester,Colchester,1210008,"Colchester, Subd. B",12100092,12215,Truro,ca with no census tracts,3,215,45.380977,-63.218883
12_03_15,RIVERSIDE EDUCATION CENTRE                                   ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1230,Annapolis Valley,Annapolis Valley,cd1208,Hants,Hants,1208008,East Hants,12080062,0,0,0,4,996,45.045326,-63.428806
12_03_16,SPRING STREET ACADEMY                                        ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1211,Cumberland,Cumberland,1211011,Amherst,12110096,0,0,0,6,998,45.831668,-64.202696
12_03_17,TRURO ELEMENTARY SCHOOL                                      ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1210,Colchester,Colchester,1210006,Truro,12100146,12215,Truro,ca with no census tracts,3,215,45.346678,-63.282201
12_03_18,TRURO JUNIOR HIGH SCHOOL                                     ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1210,Colchester,Colchester,1210006,Truro,12100156,12215,Truro,ca with no census tracts,3,215,45.345972,-63.272948
12_03_19,WEST PICTOU CONSOLIDATED SCHOOL                              ,pch01,Atlantic Region,RÇgion de l'Atlantique,pr12,Nova Scotia,Nouvelle-êcosse,er1220,North Shore,Cìte-nord,cd1212,Pictou,Pictou,1212001,"Pictou, Subd. A",12120122,0,0,0,5,997,45.644887,-62.796535
59_033_04,Cheam Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090769,59930,Chilliwack,ca with census tracts,2,930,49.132539,-121.819313
59_033_02,Chilliwack Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090549,59930,Chilliwack,ca with census tracts,2,930,49.173781,-121.944264
59_033_03,Sardis Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090692,59930,Chilliwack,ca with census tracts,2,930,49.12774,-121.958345
59_033_06,Sardis Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090686,59930,Chilliwack,ca with census tracts,2,930,49.122824,-121.966525
59_033_01,Strathcona Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090573,59930,Chilliwack,ca with census tracts,2,930,49.187805,-121.936321
59_033_05,Vedder Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5909,Fraser Valley,Fraser Valley,5909020,Chilliwack,59090670,59930,Chilliwack,ca with census tracts,2,930,49.116272,-121.968281
47_01_1511343,Çcole Centennial School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4720,Swift Current - Moose Jaw,Swift Current - Moose Jaw,cd4708,Division No. 8,Division No. 8,4708004,Swift Current,,47720,Swift Current,ca with no census tracts,3,720,50.31407,-107.77614
47_01_1570304,Swift Current Comprehensive High School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4720,Swift Current - Moose Jaw,Swift Current - Moose Jaw,cd4708,Division No. 8,Division No. 8,4708004,Swift Current,47080149,47720,Swift Current,ca with no census tracts,3,720,50.286183,-107.785495
48_08_01,Chinook?s Edge School Division No. 73,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808008,Innisfail,48080536,0,0,0,5,997,52.027536,-113.948299
48_08_02,êcole Deer Meadow School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806034,Olds,48061688,0,0,0,5,997,51.788587,-114.126211
48_08_03,êcole Fox Run School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808012,Sylvan Lake,48080329,48831,Sylvan Lake,ca with no census tracts,3,831,52.300721,-114.115889
48_08_04,êcole H. J. Cody High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808012,Sylvan Lake,48080324,48831,Sylvan Lake,ca with no census tracts,3,831,52.302273,-114.097174
48_08_05,êcole Innisfail Junior Senior High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808008,Innisfail,48080355,0,0,0,5,997,52.023384,-113.952685
48_08_06,êcole John Wilson Elementary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808008,Innisfail,48080352,0,0,0,5,997,52.02458,-113.960882
48_08_07,êcole Olds Elementary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806034,Olds,48061690,0,0,0,5,997,51.789484,-114.113734
48_08_08,êcole Steffie Woima Elementary School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808012,Sylvan Lake,48080514,48831,Sylvan Lake,ca with no census tracts,3,831,52.299311,-114.091452
48_08_09,Innisfail Middle School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4850,Red Deer,Red Deer,cd4808,Division No. 8,Division No. 8,4808008,Innisfail,48080355,0,0,0,5,997,52.023384,-113.952685
48_08_10,Olds Junior Senior High School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806034,Olds,48061690,0,0,0,5,997,51.789484,-114.113734
48_09_01,Christ the Redeemer Catholic S. R. Division No. 3,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806012,Okotoks,48061936,48820,Okotoks,ca with no census tracts,3,820,50.727249,-113.970102
48_09_02,Colläge John Paul II Collegiate,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806012,Okotoks,48061925,48820,Okotoks,ca with no census tracts,3,820,50.711952,-113.968502
48_09_03,êcole Good Shepherd School,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806012,Okotoks,48061932,48820,Okotoks,ca with no census tracts,3,820,50.736703,-113.970565
48_09_04,Holy Trinity Academy ,pch05,Western Region,RÇgion de l'Ouest,pr48,Alberta,Alberta,er4830,Calgary,Calgary,cd4806,Division No. 6,Division No. 6,4806012,Okotoks,48061931,48820,Okotoks,ca with no census tracts,3,820,50.734121,-113.950857
47_02_3660403,Sacred Heart High School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4740,Yorkton - Melville,Yorkton - Melville,cd4709,Division No. 9,Division No. 9,4709012,Yorkton,47090210,47710,Yorkton,ca with no census tracts,3,710,51.215413,-102.474835
47_02_2660101,St. Henry's Junior School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4740,Yorkton - Melville,Yorkton - Melville,cd4705,Division No. 5,Division No. 5,4705057,Grayson No. 184,47050212,0,0,0,5,997,50.697062,-102.645958
47_02_2660103,St. Henry's Senior School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4740,Yorkton - Melville,Yorkton - Melville,cd4705,Division No. 5,Division No. 5,4705057,Grayson No. 184,47050212,0,0,0,5,997,50.697062,-102.645958
47_02_3660501,St. Michael's School,pch04,Prairies/Territories Region,RÇgion des Prairies et du Nord ,pr47,Saskatchewan,Saskatchewan,er4740,Yorkton - Melville,Yorkton - Melville,cd4709,Division No. 9,Division No. 9,4709012,Yorkton,47090193,47710,Yorkton,ca with no census tracts,3,710,51.216606,-102.438374
59_082_07,Caledonia Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949011,Terrace,59490125,59965,Terrace,ca with no census tracts,3,965,54.525189,-128.605392
59_082_06,Ecole Mountainview,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949011,Terrace,59490122,59965,Terrace,ca with no census tracts,3,965,54.522268,-128.618837
59_082_04,Hazelton Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949024,New Hazelton,59490170,0,0,0,6,998,55.243376,-127.585906
59_082_05,John Field Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949024,New Hazelton,59490170,0,0,0,6,998,55.243376,-127.585906
59_082_01,Kildala Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949005,Kitimat,59490195,0,0,0,6,998,54.048287,-128.656577
59_082_08,Majagaleehl Gali Aks Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949024,New Hazelton,59490170,0,0,0,6,998,55.243376,-127.585906
59_082_03,Mount Elizabeth Middle/Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949005,Kitimat,59490190,0,0,0,6,998,54.061737,-128.62571
59_082_02,Skeena Middle,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5960,North Shore,Cìte-nord,cd5949,Kitimat-Stikine,Kitimat-Stikine,5949011,Terrace,59490123,59965,Terrace,ca with no census tracts,3,965,54.522003,-128.605489
59_071_03,Ecole Puntledge Park Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5926,Comox Valley,Comox Valley,5926010,0,59260388,59943,Courtenay,ca with no census tracts,3,943,49.683083,-125.012571
59_071_01,Ecole Robb Road,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5926,Comox Valley,Comox Valley,5926005,0,59260327,59943,Courtenay,ca with no census tracts,3,943,49.680319,-124.930117
59_071_02,Mark R. Isfeld Senior Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5926,Comox Valley,Comox Valley,5926010,0,59260371,59943,Courtenay,ca with no census tracts,3,943,49.699717,-124.954656
59_043_15,Banting Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151533,59933,Vancouver,cma,1,933,49.264127,-122.877182
59_043_11,Dr Charles Best Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59153043,59933,Vancouver,cma,1,933,49.263359,-122.8212
59_043_09,Ecole Porter Street Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151538,59933,Vancouver,cma,1,933,49.260359,-122.863387
59_043_01,Glen Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151651,59933,Vancouver,cma,1,933,49.282667,-122.789638
59_043_02,Glenayre Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915043,Port Moody,59151622,59933,Vancouver,cma,1,933,49.274549,-122.887365
59_043_04,Inquiry Hub,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59153888,59933,Vancouver,cma,1,933,49.240801,-122.853471
59_043_03,Irvine Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59151669,59933,Vancouver,cma,1,933,49.281681,-122.761537
59_043_05,Kilmer Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59153027,59933,Vancouver,cma,1,933,49.243904,-122.771621
59_043_16,Kwayhquitlum Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59151678,59933,Vancouver,cma,1,933,49.273141,-122.770276
59_043_12,Maillard Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151545,59933,Vancouver,cma,1,933,49.245176,-122.855531
59_043_14,Maple Creek Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59153368,59933,Vancouver,cma,1,933,49.280349,-122.78298
59_043_06,Mary Hill Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59153022,59933,Vancouver,cma,1,933,49.250075,-122.776228
59_043_13,Moody Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915043,Port Moody,59153961,59933,Vancouver,cma,1,933,49.276741,-122.838527
59_043_07,Nestor Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151661,59933,Vancouver,cma,1,933,49.290308,-122.778913
59_043_08,Panorama Heights Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59151714,59933,Vancouver,cma,1,933,49.296109,-122.784956
59_043_18,Pitt River Middle School,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59153026,59933,Vancouver,cma,1,933,49.254513,-122.775172
59_043_17,Riverside Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915039,Port Coquitlam,59153002,59933,Vancouver,cma,1,933,49.255969,-122.7879
59_043_10,Rochester Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915034,Coquitlam,59153059,59933,Vancouver,cma,1,933,49.246179,-122.852036
59_457_01,Cousteau L'Ecole Francaise Interna'le,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915046,North Vancouver,59151770,59933,Vancouver,cma,1,933,49.342172,-123.04366
59_079_01,Cowichan Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5919,Cowichan Valley,Cowichan Valley,5919008,North Cowichan,59190224,59937,Duncan,ca with no census tracts,3,937,48.782027,-123.701165
